"Name","Department","Would Take Again","Level of Difficulty","Total Ratings","Overall Quality","College"
"Baragwanath, Emily ","Classics","N/A","4.0","4","4.4","UNC"
"Powell, Jared ","English","N/A","2.5","2","4.5","UNC"
"Salyer, Sherry ","Exercise  Sport Science","","3.3","6","3.0","UNC"
"Dewan, Prasun ","Computer Science","","3.7","29","2.7","UNC"
"Herrin, Angelia ","Journalism","N/A","4.0","1","5.0","UNC"
"Bhamidi, Shankar ","Statistics","","3.2","16","4.1","UNC"
"Polacheck, William ","Biomedical Engineering","N/A","3.0","1","5.0","UNC"
"Smith, Candis ","Public Policy","","2.6","25","4.4","UNC"
"Gutierrez, Michael ","English","","3.3","14","4.8","UNC"
"Templeton, Joe ","Chemistry","N/A","2.0","3","5.0","UNC"
"Miller, Alexander ","Chemistry","","3.5","17","3.9","UNC"
"Marwick, Alice ","Communication Studies","","","","","UNC"
"Goldstein, Buck ","Economics","","3.2","34","2.5","UNC"
"Hayden, James ","Spanish","N/A","3.1","7","4.0","UNC"
"Yuzixuan Zhu, Yuzixuan ","Statistics","N/A","4.0","3","2.3","UNC"
"Boynton, Lois ","Journalism","","2.7","24","4.2","UNC"
"Slep, Kevin ","Biological Sciences","","4.2","11","2.6","UNC"
"Kelterborn, Chad ","Mathematics","N/A","2.7","3","5.0","UNC"
"Temple, Brenda ","Biochemistry","","3.6","15","4.2","UNC"
"Iwashita, Fumi ","Asian Studies","","3.3","13","4.6","UNC"
"Villa-Palomino, Julio ","Anthropology","N/A","3.0","1","5.0","UNC"
"Estigarribia, Bruno ","Spanish","N/A","4.2","5","3.2","UNC"
"Ruiz-Garcia, Martha ","Spanish","","2.9","9","3.4","UNC"
"Duncan, Mathew ","English","N/A","3.0","2","3.0","UNC"
"Rubin, John ","Law","","","","","UNC"
"Slinkin, Alexis ","Mathematics","","","","","UNC"
"Crimmins, Michael ","Chemistry","","3.9","45","4.5","UNC"
"Sturkey, William ","History","","2.9","15","4.5","UNC"
"Shady, Stephanie ","Political Science","N/A","4.0","1","2.0","UNC"
"Gala, Christa ","Journalism","","3.7","6","4.4","UNC"
"Chitwood, Michael ","English","","2.0","7","3.8","UNC"
"Shahar, Dan ","Philosophy","","3.7","8","3.7","UNC"
"Cobb, Daniel ","History","","2.4","25","4.4","UNC"
"Truong, Lien ","Art","N/A","2.7","3","5.0","UNC"
"Smith, Joanna ","Religion","N/A","3.0","4","4.0","UNC"
"Pleasants, Robert Bob","Education","N/A","2.0","1","5.0","UNC"
"Gent, Stephen ","Political Science","N/A","3.0","2","4.0","UNC"
"Bergquist, Ron ","Information Science","","1.8","11","4.4","UNC"
"Gensel, Patricia ","Biology","N/A","3.5","11","4.0","UNC"
"Cecil, Gerald ","Physics & Astronomy","N/A","3.6","9","2.2","UNC"
"Gitterman, Daniel ","Public Policy","","2.1","116","4.4","UNC"
"Baucom, Donald H.","Psychology","N/A","2.8","4","5.0","UNC"
"Arnold, Jennifer ","Psychology","N/A","3.0","8","3.4","UNC"
"Liu, Xiaoming ","Geology","","2.8","7","3.7","UNC"
"Truong, Hong An ","Art","N/A","3.2","6","3.3","UNC"
"Bezdek, Kylie ","Psychology","N/A","1.0","1","5.0","UNC"
"Banerjee, Sayan ","Statistics","","3.2","14","3.9","UNC"
"Tassan, Katelyn ","Spanish","N/A","3.0","1","5.0","UNC"
"Mosley, Layna ","Political Science","","3.8","35","2.9","UNC"
"Saffer, Adam ","Journalism","","3.2","15","4.0","UNC"
"Pietrosimone, Brian ","Exercise amp Sport Science","","3.2","6","4.5","UNC"
"Noffsinger, Robert ","Spanish","","2.0","8","4.8","UNC"
"Bruhn, Maury ","Languages","N/A","2.0","1","5.0","UNC"
"Bussing, Greg Austin","Political Science","N/A","3.0","1","5.0","UNC"
"Taylor, Brian ","Biology","","","","","UNC"
"Malloy, Katie ","Journalism","N/A","3.0","1","4.0","UNC"
"Marquis, Moira Anne","English","","1.6","13","4.5","UNC"
"Stevenson, Heather ","Journalism","N/A","4.7","7","1.6","UNC"
"Ruel, Laura ","Journalism","","3.0","13","4.0","UNC"
"Vazquez Cruz, Carlos ","Spanish","","3.0","5","4.8","UNC"
"Plese, Zlatko ","Religion","","3.2","19","4.0","UNC"
"Kable, Gregory ","Fine Arts","","2.3","86","3.7","UNC"
"Kaur, Jasleen ","Computer Science","N/A","4.2","15","1.8","UNC"
"Prins, Jan F ","Computer Science","N/A","5.0","2","3.0","UNC"
"Weber, Wendy ","English","","1.2","23","4.5","UNC"
"Burns, Kathryn ","History","N/A","2.3","3","3.7","UNC"
"Lithgow, Hilary ","English","","3.0","23","4.8","UNC"
"Bovens, Luc ","Philosophy","","2.7","6","4.8","UNC"
"Cramer, Lorraine ","Medicine","","4.0","68","3.8","UNC"
"Unah, Isaac ","Political Science","N/A","3.8","5","3.6","UNC"
"Nzongola-Ntalaja, Georges ","African-American Studies","","3.8","18","2.3","UNC"
"Hargrove, Taylor ","Sociology","","3.3","12","2.1","UNC"
"Siddiqui, Samee ","History","","","","","UNC"
"Burnet, Katie ","Exercise amp Sport Science","N/A","1.5","2","5.0","UNC"
"Zhang, Kai ","Statistics","","2.6","9","4.3","UNC"
"Garcia Gutierrez, Sandra ","Spanish","","3.0","5","3.6","UNC"
"Sentementes, Amy ","Political Science","","3.6","14","4.4","UNC"
"Adamson, David ","Theater","","2.2","44","3.1","UNC"
"Williams, Lyniese ","Art","N/A","2.5","11","2.7","UNC"
"Glass, Grant ","English","","2.4","5","5.0","UNC"
"Love, Natalie ","Spanish","N/A","3.0","2","4.0","UNC"
"Clancy, Ben ","Communication Studies","N/A","4.0","1","2.0","UNC"
"Pena Argueso, Elena ","Spanish","","3.3","9","4.6","UNC"
"Brundage, Fitz ","History","","2.6","28","3.8","UNC"
"Smith, Jay ","History","","2.9","31","3.4","UNC"
"Rosenthal, Jamie ","English","","2.6","26","4.0","UNC"
"Hansen, Peter ","Economics","N/A","3.5","2","3.5","UNC"
"Sheppard, Ben ","Religious Studies","N/A","2.5","2","3.5","UNC"
"Valladares, Herica ","Classics","","2.3","10","4.6","UNC"
"Aydin, Cemil ","History","","2.7","7","4.3","UNC"
"Snowden, Aubrey ","Dramatic Arts","","3.4","10","2.0","UNC"
"Sullivan, Patricia ","Public Policy","","3.0","5","3.4","UNC"
"Moreno Linares, Martha ","Spanish","N/A","3.0","3","3.7","UNC"
"Tolman, Elizabeth ","Spanish","N/A","2.0","1","4.0","UNC"
"Cramer, Lorraine ","Microbiology","N/A","3.8","5","3.7","UNC"
"Zurcher, Danielle ","Chemistry","","3.9","43","4.1","UNC"
"Shade, Alicia Catherine","Spanish","","2.4","7","4.3","UNC"
"Aikat, Deb ","Communication","","2.4","42","3.5","UNC"
"Figueroa, Michael ","Music","","1.7","7","3.9","UNC"
"King, Michelle ","History","N/A","2.8","4","4.5","UNC"
"Gengler, Peter ","History","N/A","3.5","2","5.0","UNC"
"Navalinsky, David ","Dramatic Arts","","","","","UNC"
"Shemer, Yaron ","Asian Studies","N/A","3.2","5","3.7","UNC"
"Warhover, Emma ","Classics","N/A","4.0","1","4.0","UNC"
"Nelson, Alan ","Philosophy","","","","","UNC"
"Adalsteinsson, David ","Mathematics","","3.9","17","2.0","UNC"
"Hoffman, Kentaro ","Statistics","","","","","UNC"
"Kollock, Kerren ","Physical Education","N/A","1.0","1","5.0","UNC"
"Paniccia, Jacqueline ","Psychology","N/A","4.0","1","5.0","UNC"
"Watson, Harry ","History","","2.6","19","4.2","UNC"
"Huesa, Pello ","Spanish","N/A","3.0","4","4.8","UNC"
"Warner, Rachel C","English","N/A","3.0","4","4.8","UNC"
"Graziuso, Valentina ","Languages","N/A","2.5","2","5.0","UNC"
"Hilton, Charles ","Anthropology","N/A","2.8","4","3.0","UNC"
"Lohmann, Cathy ","Biology","","3.9","18","3.1","UNC"
"Gong, Qing ","Economics","N/A","2.5","2","5.0","UNC"
"Drut, Joaquin ","Physics  Astronomy","","3.7","6","4.0","UNC"
"Buchin, Zachary ","Psychology","N/A","2.2","4","3.0","UNC"
"Pettygrove, Dana ","Psychology","N/A","3.7","3","4.3","UNC"
"Hackney, Anthony ","Exercise & Sport Science","","3.9","25","2.7","UNC"
"Jang, Minji ","Philosophy","N/A","3.0","3","5.0","UNC"
"Camassa, Roberto ","Mathematics","N/A","4.0","5","2.2","UNC"
"Shvabrin, Stanislav ","Literature","","3.2","11","4.0","UNC"
"Ariel, Yaakov ","Religious Studies","","2.8","14","3.1","UNC"
"Johnson, Martin L.","Film","N/A","3.5","2","3.0","UNC"
"Mendez, Hugo ","Religious Studies","","2.6","10","4.2","UNC"
"Cowdery, Taylor ","English","","2.7","8","3.7","UNC"
"Ross, David ","English","","3.1","35","3.4","UNC"
"Varchenko, Alexander ","Mathematics","","2.5","6","3.8","UNC"
"Scarry, John ","Anthropology","N/A","3.1","24","2.3","UNC"
"Gualtieri-Reed, Elizabeth ","English","","2.8","19","4.1","UNC"
"Zenner, Shannon ","Journalism","N/A","3.0","2","5.0","UNC"
"Rodríguez-Romaguera, Guillermo ","English","N/A","1.8","4","5.0","UNC"
"Cardona, Yanexy ","Spanish","N/A","3.0","1","5.0","UNC"
"Suedkamp, Carolin ","Communication Studies","N/A","4.0","2","2.0","UNC"
"Stotts, David ","Computer Science","N/A","3.0","1","4.0","UNC"
"Nicholas, Tessa ","English","","2.6","10","3.9","UNC"
"Wilson, John ","Journalism","N/A","4.2","4","4.3","UNC"
"Ryan, Timothy ","Political Science","","2.5","10","4.7","UNC"
"Lesher, James ","Philosophy","","1.8","8","4.8","UNC"
"Anderson, Ashley ","Political Science","","3.4","5","4.2","UNC"
"Kanai, Yosuke ","Chemistry","N/A","3.0","3","4.3","UNC"
"Caren, Neal ","Sociology","","2.9","11","2.9","UNC"
"Boyd, Sarah ","English","","2.7","16","4.3","UNC"
"Kamal, Ashan ","Sociology","N/A","2.5","2","4.5","UNC"
"Boehm, Jennifer ","Linguistics","","1.4","5","4.8","UNC"
"Welch, Ellen ","Languages","N/A","3.0","3","4.2","UNC"
"Tian, Can ","Economics","N/A","2.5","2","4.0","UNC"
"Harris, David ","Classics","N/A","4.0","2","5.0","UNC"
"Rovine , Victoria  ","Art History","N/A","2.3","7","4.1","UNC"
"Steinwand, Blaire ","Biology","","3.9","101","2.9","UNC"
"Vigil, Ariana ","Women's Studies","N/A","2.6","11","3.4","UNC"
"Lapushin, Radislav ","Literature","","2.2","32","4.8","UNC"
"Combs, Alexandra ","Languages","","2.2","5","5.0","UNC"
"Mendez, Luigi ","Political Science","","3.2","6","3.7","UNC"
"White, Brian ","Marine Sciences","","2.3","19","2.8","UNC"
"Frederick, Helyne ","Education","","2.2","25","4.1","UNC"
"Fan, Ruituo ","Statistics","N/A","2.0","3","3.3","UNC"
"Yang, Edward ","English","","2.8","10","3.7","UNC"
"King, Lindsay ","Journalism","N/A","3.0","3","5.0","UNC"
"Macdonald, Stuart Elaine","Political Science","","3.2","6","1.5","UNC"
"Nazockdast, Ehssan ","Mathematics","","","","","UNC"
"Bickford, Susan ","Political Science","","3.9","14","4.3","UNC"
"Snively, Chip Allen ","Business","","3.9","12","2.8","UNC"
"Sparks, Timothy ","Music","N/A","3.2","5","3.4","UNC"
"Bold, Phil ","Philosophy","N/A","2.7","3","5.0","UNC"
"Bird, Lucia ","Political Science","","3.6","9","4.7","UNC"
"Mulligan, Neil ","Psychology","","3.4","16","3.5","UNC"
"Curley, Andrew ","Geography","","2.7","9","3.8","UNC"
"Melton, Elizabeth ","Dramatic Arts","N/A","2.2","4","1.7","UNC"
"Alexander, Martha ","Spanish","","2.6","12","4.6","UNC"
"Craft, Renee Alexander","Communication Studies","N/A","1.7","3","5.0","UNC"
"Alban, Dayuma ","Anthropology","N/A","3.7","3","1.7","UNC"
"Thomas, Jewell ","English","","1.5","8","4.8","UNC"
"Ji, Chuanshu ","Statistics","","2.7","23","3.4","UNC"
"Beck, Thomas ","Mathematics","N/A","3.0","2","4.5","UNC"
"Moy , Cheryl  ","Chemistry","","4.1","139","2.2","UNC"
"Loeb, Jeannie ","Psychology","","2.7","154","4.7","UNC"
"Moreton, Elliott ","Linguistics","N/A","4.2","14","2.7","UNC"
"Allen, Robert Bobby ","American Studies","N/A","3.0","3","5.0","UNC"
"Tran-Dinh, Quoc ","Mathematics","","3.3","15","2.9","UNC"
"Jeralds, Samuel ","Mathematics","N/A","3.7","3","3.7","UNC"
"Burmeister, Sabrina ","Biology","N/A","4.4","8","2.0","UNC"
"Pearce, Lisa D","Sociology","","2.6","7","3.0","UNC"
"Dickinson, Elizabeth ","Business","N/A","3.3","3","4.7","UNC"
"Dauber, Cori ","Communication Studies","","2.5","9","4.8","UNC"
"Cox, Joy ","Art","","3.7","8","4.3","UNC"
"Reichart, Dan ","Physics","","3.3","78","3.8","UNC"
"West, Colin ","Anthropology","","2.1","23","4.2","UNC"
"Groff, Martin ","English","","","","","UNC"
"Talbert, Richard ","History","","3.3","40","4.3","UNC"
"Barbour, Reid ","English","","3.5","8","4.7","UNC"
"Magness, Jodi ","Theology","","3.2","53","3.6","UNC"
"Litwin, Stefan ","Music","","2.3","14","4.0","UNC"
"Duncan, Alexander ","Classics","","2.2","11","4.9","UNC"
"Crane, Joseph ","Sociology","N/A","2.0","4","3.2","UNC"
"Marzan, Mario ","Art","","","","","UNC"
"Hoopes, Jeffrey ","Business","N/A","3.0","1","5.0","UNC"
"Chavis, Larry ","Business","","3.2","9","5.0","UNC"
"Buzinski, Steven ","Psychology","","3.3","44","4.4","UNC"
"Griggs, Eleanor ","English","N/A","2.0","1","5.0","UNC"
"Mayer-Patel, Ketan ","Computer Science","","3.2","308","4.2","UNC"
"Jordan, Kristopher ","Computer Science","","3.1","150","4.4","UNC"
"Holmes, Donald ","English","","3.0","12","4.6","UNC"
"Cahoon, James ","Chemistry","N/A","3.5","2","3.5","UNC"
"Balaban, Rita ","Economics","","3.8","177","3.8","UNC"
"Glaeser, Chloe ","Business","","","","","UNC"
"Weinberg-Wolf, Jennifer ","Physics  Astronomy","","4.5","9","4.5","UNC"
"Arce Nazario, Javier ","Geography","N/A","3.0","2","4.0","UNC"
"Smith, Timothy ","Religious Studies","","2.3","6","4.3","UNC"
"Watkins, Alfredo ","Philosophy","","3.7","6","2.8","UNC"
"Willison, Rob ","Philosophy","N/A","4.0","1","1.0","UNC"
"Burch, Christina ","Biology","","3.1","18","2.5","UNC"
"Yaqub, Nadia ","Asian Studies","N/A","3.4","5","3.9","UNC"
"Cohen, Marc ","English","","2.9","61","4.4","UNC"
"Zhang, Zheqi ","Statistics","","4.2","9","2.6","UNC"
"Collins, Marsha ","Languages","N/A","2.1","10","4.6","UNC"
"Plenge, Megan ","Geology","","3.4","15","4.1","UNC"
"Stotts, Paul ","Computer Science","N/A","3.0","2","4.0","UNC"
"Foote-hudson, Laurel ","Spanish","","1.6","11","4.8","UNC"
"Reiter, Michael ","Computer Science","N/A","4.5","4","3.5","UNC"
"Thompson, Dylan ","English","","2.4","7","5.0","UNC"
"Scott, Claire E","German","","3.4","7","4.8","UNC"
"Kalleberg, Arne ","Sociology","N/A","1.0","1","4.0","UNC"
"Kotch, Seth ","American Studies","","2.1","13","4.6","UNC"
"Hamilton, Wesley ","Mathematics","N/A","3.0","3","5.0","UNC"
"Moskal, Jeanne ","English","","3.5","15","2.8","UNC"
"Overington, Brian ","Political Science","N/A","2.8","4","3.0","UNC"
"Weiler, Jonathan ","Political Science","","3.5","15","4.5","UNC"
"McKeown, Timothy ","Political Science","","4.2","27","2.9","UNC"
"Pike, David ","German","","1.1","20","4.0","UNC"
"Kiers, Claire ","Mathematics","","2.8","6","4.7","UNC"
"Deardorff, Duane ","Physics & Astronomy","","3.7","20","3.7","UNC"
"Wilson, Rose ","Communication Studies","","","","","UNC"
"Mickey, Lewis ","Exercise & Sport Science","N/A","1.0","1","5.0","UNC"
"Adams, Elizabeth ","Psychology","","2.0","22","4.0","UNC"
"Osterweil, Michal ","Anthropology","","3.0","23","3.5","UNC"
"Kieber, Joseph ","Biology","N/A","3.9","15","3.2","UNC"
"Bloom, Kerry ","Biology","N/A","3.5","16","3.0","UNC"
"Price, Charles ","Anthropology","","2.8","52","3.3","UNC"
"Lomas-Lozano, Beatriz ","Spanish","","2.5","12","4.5","UNC"
"Canzani, Yaiza ","Mathematics","N/A","4.0","3","4.7","UNC"
"Hayward, George ","Sociology","","2.8","13","5.0","UNC"
"Reynolds, Andrew ","Political Science","","2.8","40","4.0","UNC"
"Hong, Jiuzu ","Mathematics","","3.6","16","2.9","UNC"
"Carlstein, Edward ","Mathematics","","3.5","51","3.8","UNC"
"Page, Susan ","Art","","1.8","11","3.3","UNC"
"Neta, Ram ","Philosophy","","2.0","24","3.2","UNC"
"Dollar, Nathan ","Sociology","","2.0","8","4.8","UNC"
"Thompson, Amanda ","Anthropology","","2.8","14","3.7","UNC"
"McGowan, John ","English","","2.7","15","4.7","UNC"
"Fhunsu, Donato ","African-American Studies","","2.9","16","4.5","UNC"
"Curiel, John ","Political Science","N/A","2.0","4","2.7","UNC"
"Aguilar, Michael ","Economics","","4.2","46","3.8","UNC"
"Brewer, Gabrielle ","Exercise amp Sport Science","N/A","2.3","3","5.0","UNC"
"Clark, Christopher ","Political Science","","3.1","27","4.1","UNC"
"Reaves, Ashley ","Political Science","N/A","3.5","4","3.3","UNC"
"Ehlinger, J. ","Political Science","N/A","4.0","1","2.0","UNC"
"Skarbek, Alyssa ","History","N/A","4.0","1","4.0","UNC"
"Owre, Max ","History","","3.3","27","4.3","UNC"
"Hanson, Erik ","Exercise  Sport Science","","3.6","14","3.0","UNC"
"Hogan, Kelly ","Biology","","3.9","156","3.9","UNC"
"McLean, Jeff ","Statistics","","3.0","17","3.8","UNC"
"Bliem, Carribeth ","Chemistry","","3.9","123","3.5","UNC"
"Sampson, Christian ","Mathematics","N/A","3.0","2","5.0","UNC"
"Crothers, Tim ","Journalism","N/A","3.7","3","5.0","UNC"
"Hall, Perry ","African-American Studies","","2.9","18","2.3","UNC"
"Ekstrand, Tori ","Journalism","N/A","4.2","7","3.8","UNC"
"Gordon, Peter ","Psychology","N/A","2.3","3","5.0","UNC"
"Knorr, Heather ","Languages","","2.6","8","4.5","UNC"
"Nelson, Christopher ","Anthropology","","2.7","7","2.8","UNC"
"Gomez, Irene ","Languages","","4.2","11","3.5","UNC"
"LeClair, Brett ","Exercise & Sport Science","N/A","1.0","4","5.0","UNC"
"De Fays, Helene ","Languages","","3.2","20","4.2","UNC"
"Wetzel, Carlie ","English","","1.2","5","5.0","UNC"
"Sorscher, Hannah ","Classics","N/A","2.0","1","4.0","UNC"
"Beeby, John ","Classics","N/A","2.0","1","5.0","UNC"
"Bechtel, Andy ","Journalism","N/A","2.5","2","5.0","UNC"
"Caddell, Joe ","History","","2.5","58","4.3","UNC"
"Christianson, Hans ","Mathematics","","3.5","12","4.0","UNC"
"Sampson, Eric ","Philosophy","","2.5","6","5.0","UNC"
"Gura, Philip ","English","","2.6","17","4.3","UNC"
"Schradle, Nathan ","Religious Studies","","3.7","6","3.5","UNC"
"Martin, Victoria ","Languages","","3.1","18","3.5","UNC"
"Marcoci, Alexandru ","Philosophy","","2.5","6","5.0","UNC"
"Fitzgerald, Kathleen ","Sociology","","3.2","12","3.6","UNC"
"Smirnov, Andrey ","Mathematics","","4.4","17","1.7","UNC"
"Green, Linda ","Mathematics","","3.4","62","4.4","UNC"
"Martinez-Gallardo, Cecilia ","Political Science","","3.1","19","3.0","UNC"
"Hannesson, Kristjan ","English","N/A","2.0","2","5.0","UNC"
"Stotts, P D ","Computer Science","","2.9","29","3.5","UNC"
"Sawin, Patricia ","Anthropology","N/A","2.4","9","3.2","UNC"
"Classen, Chandler ","Communication Studies","N/A","2.3","3","5.0","UNC"
"Lauen, Doug ","Public Policy","","3.8","16","3.0","UNC"
"Bell, Geoffrey ","Environmental Sci & Eng","","3.6","21","3.6","UNC"
"Giacomazzo, Mario ","Statistics","","2.3","13","4.3","UNC"
"Severenchuk, Serge ","Political Science","","3.8","5","2.8","UNC"
"Ludwig, Kelsey ","Psychology","N/A","2.5","2","5.0","UNC"
"Oprea, Alexandra ","Philosophy","","3.1","7","4.6","UNC"
"Briggs, Rachel ","Anthropology","","3.0","14","4.4","UNC"
"Dore, Florence ","English","N/A","3.3","3","4.3","UNC"
"Griffin, Desiree ","Psychology","","2.4","48","4.2","UNC"
"Munoz-Hermoso, Abel ","Languages","","3.4","35","4.1","UNC"
"Richards, Eliza ","English","N/A","2.7","12","3.5","UNC"
"McCombs, Mark ","Mathematics","","2.5","74","4.6","UNC"
"Werlinich, Ashley ","English","","","","","UNC"
"Kuntz, Kaci ","Chemistry","N/A","4.3","4","4.0","UNC"
"Harrison, Patrick ","Psychology","","2.5","36","4.8","UNC"
"Young, Jeffrey ","Computer Science","","3.5","11","4.5","UNC"
"Jarausch, Konrad ","History","","3.4","27","3.4","UNC"
"Owen, Bobbi ","Dramatic Arts","N/A","4.0","1","3.0","UNC"
"Ellithorpe, Corey ","History","","1.7","17","4.9","UNC"
"Keller, Kristopher ","Business","N/A","4.0","1","3.0","UNC"
"Snively, Tanja ","Business","N/A","3.0","1","5.0","UNC"
"Wilson, Kristin ","Business","N/A","4.0","3","2.7","UNC"
"Segal, Gill ","Business","N/A","2.0","1","4.0","UNC"
"Negrete, Merida ","Music","","3.1","20","2.3","UNC"
"Beaver, Joshua ","Chemistry","","4.0","88","3.4","UNC"
"Shemer, Gideon ","Biology","","3.9","57","4.5","UNC"
"Neal, Jocelyn ","Music","","3.6","78","3.0","UNC"
"Neigher, Steve ","Communication Studies","","3.2","9","4.2","UNC"
"Kayye, Gary ","Journalism","","3.1","43","5.0","UNC"
"Magomedova, Eleonora ","Languages","","2.3","20","4.6","UNC"
"Crystall, Elyse ","English","","3.2","29","2.1","UNC"
"Lambert, Michael ","African-American Studies","","2.2","12","3.9","UNC"
"Turchi, Boone ","Economics","","4.2","138","2.7","UNC"
"Philipp, Ian ","Mathematics","N/A","4.5","2","5.0","UNC"
"Muckerman, Dylan ","Mathematics","N/A","4.0","2","4.5","UNC"
"Gingher, Marianne ","English","","2.2","5","4.6","UNC"
"Grant, Calvin ","Chemistry","","","","","UNC"
"Skender, Charles ","Accounting","","3.1","90","4.3","UNC"
"Fraiman, Nicolas ","Statistics","","3.8","16","2.6","UNC"
"Hume, Kara ","Education","","1.8","7","4.6","UNC"
"Guider, Colin ","Mathematics","","3.3","7","5.0","UNC"
"Coleman, Heidi ","Education","","","","","UNC"
"Hester, Joe ","Journalism","","4.0","17","2.5","UNC"
